what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1457082123889
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1457082123889
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1457082123904
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1457082123920
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1457082123920
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1457082123920
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1457082123920
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1457082123920
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1457082123920
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1457082123920
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1457082123920
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1457082123920
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1457082123936
os,sysinfo,,,"win32",1457082123936
arch,sysinfo,,,"x86_64",1457082123936
ws,sysinfo,,,"win32",1457082123936
locale,sysinfo,,,"en_US",1457082123936
processors,sysinfo,,,"2",1457082123936
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1457082123936
java.runtime.version,sysinfo,,,"1.8.0_73-b02",1457082123936
java.specification.name,sysinfo,,,"Java Platform API Specification",1457082123936
java.specification.vendor,sysinfo,,,"Oracle Corporation",1457082123936
java.specification.version,sysinfo,,,"1.8",1457082123936
java.vendor,sysinfo,,,"Oracle Corporation",1457082123936
java.version,sysinfo,,,"1.8.0_73",1457082123936
java.vm.info,sysinfo,,,"mixed mode",1457082123936
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1457082123936
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1457082123936
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1457082123936
java.vm.specification.version,sysinfo,,,"1.8",1457082123936
java.vm.vendor,sysinfo,,,"Oracle Corporation",1457082123936
java.vm.version,sysinfo,,,"25.73-b02",1457082123936
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1457082124996
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1457082125043
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1457082125074
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082129704
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082142090
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082143073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082162760
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1457082168080
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1457082168127
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082169284
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082212668
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1457082216755
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082218081
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1457082221903
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082226443
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1457082226458
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1457082232246
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1457082232246
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082232355
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082235007
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1457082235007
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1457082235007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082243618
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082291635
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082302602
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082304490
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082308826
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082310698
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1457082310698
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1457082310698
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082311978
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082313366
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1457082313428
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1457082313959
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1457082313959
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1457082314037
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1457082314052
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1457082314068
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1457082314084
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1457082314084
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1457082314084
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1457082314099
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1457082314146
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1457082314146
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1457082314146
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1457082314162
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1457082314162
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1457082314208
stopped,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1457082314271
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1457082314271
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1457082314271
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1457082314286
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1457082314286
